,x,y,len
4253,ehcfagfaidihgbbfebdeheffcbfebe,0,30
4254,hbecdahiiigfaiibcgfffhfgbcihhf,4,30
4255,fdfiacbcbaebbcefffhecdhhbibege,3,30
4256,degbcdgihddghbggfdghibefbebhhi,1,30
4257,ggedabhbheifgiehfedffedbceffgi,3,30
4258,hcdecbggffiecgccigeiggbgfihecc,2,30
4259,iadccaidcdhbidbbeffhibediehcdc,0,30
4260,iahcifdbhgbehfheaidfgibbieeigb,0,30
4261,baggcfeddcefbfceifefibehicifcd,3,30
4262,begbebhcfhahhcceibcdgbhfhghgge,1,30
4263,aicdaidhicbgfcffffebgihghhcfcf,0,30
4264,gbedcaidbgabefhfcgdhihhibiiigg,0,30
4265,fdaacabgcdeaieeifaibfheddcibeb,4,30
4266,cdfcgefiifbcbicdcbicgbeheecgeg,2,30
4267,bbibicbegaaacdieiciaacddcegfef,2,30
4268,efgibichheicggccddcfdighgcgfcg,2,30
4269,eabefchfdghcdecbchibibbciddceh,2,30
4270,egbcdhfhcfhhgcdgeiefcheeihcihh,1,30
4271,ghbdgghchcdghddfdfaicdededdiei,4,30
4272,baahghiihdcfhahegecefghichcdfg,3,30
4273,abdefefeecdegbihffaigbdeiidefh,4,30
4274,acbfeeidicaghfgabigbdgigbcddbh,1,30
4275,fdichcbfaaidbbcbifgfcbcffiegcf,0,30
4276,cheffbecacefgifciigghdddbbedci,3,30
4277,ghceheheichfgidaeaaceffdbdccbh,3,30
4278,aacaciaedicehefhcefdghgdfhfbgh,3,30
4279,hfhiifefiheiahhfabegfdcdeadcef,3,30
4280,ecahceeefcefecdigibgibiehcdcdh,3,30
4281,hhdgdgihcdeggccbfaihcbbfgceegf,4,30
4282,bfcdegcaeffaiddgbgfhheigfebefg,4,30
4283,bcfebfedcchicdihahbefaiieeefbb,4,30
4284,dhegcddhhgaffaihgcieebffbfdfdi,4,30
4285,bbieabbdaacaegaihbifdbaeaecefe,3,30
4286,acfdhhebieaccefigfgdgfbhhghhcc,3,30
4287,bcegddaiddgdbhiibegigbbefdbgif,0,30
4288,aidgbbbccegecgdfidhfcdhidgcgcc,0,30
4289,gfaadfegdfdbciheceeieddbeigcef,3,30
4290,afihceigcefieiibbdbgcfihhibhfe,3,30
4291,bbeehfcaghhbfcbbeaicefhbegbfef,3,30
4292,ibfegcehebhhcbcdbdhiiihcechbgg,1,30
4293,dehgdiahefdfigcddhhieifaihcgbc,4,30
4294,baihaafcebaeehacefgcfeidfhccde,3,30
4295,cbhedeaaehcdihdbcdeihhfcfhgebe,1,30
4296,eacafceddcafceiicefgefhideccgd,3,30
4298,aecdfcfhidgbhhhhcbhhdhiiccdhfg,2,30
4299,babecebegdiaibecccgeeefcdhchhh,2,30
4300,bgbcdhehcecfddbcdhbbcihdeddhgd,1,30
4301,dbdbhbhgfabcbaaidcebbeegiicbff,0,30
4302,dcfggfechicaiffaiaidcgbbfcdfbh,0,30
4303,edddcaigcbegiahdgecdgciefbecgg,2,30
4304,aichcachhedifeacgeebaceffiicbh,3,30
4306,gdhadcchaidiegbgcchdihcdebfgeh,0,30
4307,ibcecbgbfbbfgdidccdiggcgefaicb,4,30
4308,aghbiffaefgbaidfabbgdccefgbicc,0,30
4309,egdcefhhedicifiiccdehdeeigbbhc,3,30
4310,gehgcefgdfeddbgbcbicgbeifihfec,3,30
4311,eeidfhcieghbibcdeghfhgedfbhfdh,1,30
4312,fifbgdbfgccdeghihefaicdfdbeiig,4,30
4313,afahgiefidcdbcfhffigigddcebcff,2,30
4315,bechdbhhfaaeiadagebdcefbebfich,3,30
4316,aidhdiecehbcdgdhehfefbdcdcbbhf,1,30
4317,degiadiegfdcdacihiehfefdceeghb,2,30
4318,fgiaideddbedcefhffidffdididfgh,0,30
4319,cecefdigedifddidicdccdefbcifef,2,30
4320,ebcdhfhcedghficghgiefecffbbegf,1,30
4321,ifdfefaaaacbcdiehhcihdcfhbhhfd,1,30
4322,aidicafbaicghgciffgfbcdcehfifh,1,30
4323,acebhegfbcddahbccddbebgeibgihg,1,30
4324,ichabfegiadcbeccbgbcddahedffei,1,30
4325,bcdffhhdgfcidcihghcebdbdgcieee,1,30
4326,cicihccafaecffbaidacebfccdhdcb,0,30
4327,hafffbgcdciibdifaidbbcfghecbfb,4,30
4328,daghceecichdfgebeebhcefdibgiid,3,30
4329,dhcdagdgaidbaabibhbbbhfbdfiehb,0,30
4330,ebgcefhicigedgiccicdfdcgifgeid,3,30
4331,icbebghbaghafbbfieeddcefeifcgg,3,30
4332,gbehiefbcbcfedcffcecdbhgadafai,4,30
4334,dieiaidaceehcffbhbcdhdhgddeihg,1,30
4335,agfcdceagbcdfahbdidbgbbehbhedd,1,30
4336,igaiehdeeeecacefhidcgiddgccbfb,3,30
4337,bahhifcdhffgddfaibdbddhhecibee,4,30
4338,daafafeiaidgiebifgihidiichhigd,0,30
4339,biaffgbfbedgcefbddcfgddecefgbb,3,30
4340,fbgedahfigdaidcbagcgcbddgbcdfc,2,30
4341,iaiagcigaiadcadaidiffbeeeibhee,0,30
4342,igggcgbceccdafiigiegaiddbfbghf,0,30
4343,eeiihfhfcficdihgicgfaicebgcfff,4,30
4344,cbadhgchcccbeccceffefifbhfgeeh,3,30
4345,gchfahfcdiicdabfaigbhhbecbhdch,4,30
4346,cadiaegbcegaceffdghciffbibcbhc,3,30
4347,ihdhagiffhebbbfhdhdgbcdibhfhch,1,30
4348,deahgadgegfaciecdghcaibfaifhbg,4,30
4349,gacddddffafaicbddbccgebhechchi,4,30
4350,bddhcfbhiefchhhgbfiaidficbigdf,0,30
4351,bdfdehehdcfieidfbbicdicebiifgd,2,30
4352,bdahfiefbcddihdhgffceiiffbcfdc,1,30
4353,geddfhcdaebfcffaiedidihdeghgdh,4,30
4354,fcbgifegfceffchfdbhibedebcgceh,3,30
4355,bbdaefccefbibbfhggifhgegchdbgc,3,30
4356,figffadbgdaagiecaiicdifdcdhcic,2,30
4357,agbcafiifffgdgeaddgdbefegecefb,3,30
4358,cbbhbbdebhfceaacefbdfbieeehfdi,3,30
4359,caacgdbaedcaiegbgcgbcdeihifbgh,1,30
4360,ghabhfeeiecefcghfichcgbifbcdib,3,30
4361,egcbbdadaicedaheffcdaccfiibcee,2,30
4362,ibdeeedeaeceffdibeecdfgfghiehd,3,30
4363,igdfegeeehbaebidfagabeeeceffhd,3,30
4364,bbbeecdafceehfaicgiehhbihfefcb,4,30
4365,afcbbafcbiahegcbcdihhhgbcgbeee,1,30
4366,igbieehdbcdcfhhifcgbigfbgceidc,1,30
4367,bcdefhdgfihdihdigdghffdfehhdff,1,30
4368,feahebbdagaegcbfifcdfceeidcegh,2,30
4369,gebihebcdfidhdefaihhhcbbgbfcdc,4,30
4370,hedabdbfcdbcbffbedehciihibgbgf,2,30
4372,gichdidcbdggibiceeaidddebecddb,0,30
4373,beebaedheebfgebfbcibcdbfhghebe,1,30
4374,idfcadachcdhfdihdfaibgbgfiedfe,4,30
4375,eehihgeaecefffggccfigeddfibihe,3,30
4376,bhfceaebfeeihcefehghiffbigffhd,3,30
4377,ibfihifcciafcdbdgcbdfaifdghiec,4,30
4378,fehcgigdbhcchagfcddibicefaihff,4,30
4379,bifccebcadcfiaigcbcdbbhdhegfgh,1,30
4380,dgcheefcfegecdaidfbhbbedgibggg,0,30
4381,hhdfaidghgbdeeifhcicehiiihdbei,0,30
4382,iaafcbgcaabiaahbgbghgaacdbcbff,2,30
4383,cabcihfhihhdcdfhaahffaiedhigdb,4,30
4384,aidiecbehdfgibhffbhhgcdhibbgie,0,30
4385,iigggfbcdfbhibcedbfdgcfifdihfd,1,30
4386,agbgbdhhedchiabhaidficbhfddbhe,0,30
4387,debccdfhachffaidigchcecicfgigh,4,30
4388,chfegeiegcfdahabeegcefcfghcbci,3,30
4389,ahcibdicegcfffibcifbehdcefeief,3,30
4390,abeeedbcfbgeffaedfcefdgcbggfif,3,30
4391,geaiaiddhcbdgebdbhegeefibdhgdc,0,30
4392,ebhbifhbhccggehbbfaaiaiddhdbfc,0,30
4393,geiccdicchdhcbhgdbciehdcebdhdf,2,30
4394,dcfghhebhbchhcgdcigaiddaebgbfb,0,30
4395,dhgdhcbcbcdbicddcfhifhgghedfci,2,30
4396,bbdccdecidefhffiighhfehgfiicde,2,30
4397,ibghgdfgbgabicaiddhbbefbecgbed,0,30
4398,abaeigcefdegffhiggfhgdchhccdch,3,30
4399,chfhbeiahebhihbbccdicfcefffbbb,2,30
4400,bacggibcehicefceeceeiihecfgcci,3,30
4401,beddedadihbighaidbcbbcbchbfhei,0,30
4402,bcddefcgagfbebbbcieegcefhgdccf,3,30
4403,bcdedacefffchccghdcicbiedfgiib,3,30
4404,hbgehfcabcgbcdaehgciceihddhhfg,1,30
4405,hcgcfdcceiigbcdgfhfgdifbcdhdbg,1,30
4406,cbdgbcdghhhgdegeegbhcchiebdicd,1,30
4407,ehhcefhdgbhecdbbhccfbbiicbcchh,3,30
4408,adeecfgdagfiahhcbaabbbcdicddfh,2,30
4409,gcififhccigcigeihfehbcdadhbbib,1,30
4410,aefbbcdeahgbcchcgfififcbgefigd,1,30
4411,bcdeahdgefeeeeehigdehbdffdcdhe,1,30
4412,ccdaidibgffheidhecehfdegicefdg,3,30
4413,ecfdgbgbgfgbibcecdcefcchibifdi,3,30
4414,degihfaeedfadcdagifdbcdghhdffe,1,30
4415,bhegeifedaafeabgiabacaaidceebh,0,30
4416,gdccaibahhiahbdeeagcehbbcdadhc,1,30
4417,befcifiecfggfagfeffaidgfhbedff,0,30
4418,fgbeieghcdcdddfbcahbdgcehfcefg,3,30
4419,efaaidbfdbbibcgfdiecfheghifbdf,0,30
4420,efeggbacdebaacdhcghhbfcfgihcfc,2,30
4421,cefcaeiiehfdcfghgbebcdghhbbeeg,1,30
4422,fhbbgcddaidibbbbfcciefcgbhcedi,0,30
4423,dgdacechaidbegbcdffgiecdhggdfi,0,30
4424,ghcdgafhgbfaihiegeiidiedddiihb,4,30
4425,bfhdahfbdifeggheigeaciicgcdicb,2,30
4427,digiehfigdeheecfagaidhhfbefghh,0,30
4428,ifaagcdgbcdeahdiebbeebibddfigg,1,30
4429,ihgaiifaidbdfbddcdfgdeifbbdicb,0,30
4430,bggiegfieiafeacaedecefhcgffbbf,3,30
4431,badcgbafeaidhfebdhbhicdbiebhgg,0,30
4432,fcgifebbhdbhcdhibddffaiibgidef,4,30
4433,egihdhhbcdebhffgdefhhehdfccbeg,1,30
4434,ecedchhfigeedgeibbcdcfhgbefecb,1,30
4435,ehbacfbebhcefcfbhggbedcfceehgd,3,30
4436,fcfgacfheibgcdhgfdhefaidfddgfe,4,30
4437,gaebaabhhiddefbcdfehfhbebbeddi,1,30
4439,fbgeebhhiagiaidfagbedchfdgffee,0,30
4440,adebcdhccidefbifeehbicifedbhbd,2,30
4441,ecfdabhcdbchhfffehcbfdfgbhfeeb,2,30
4442,cdbdcafiebibacbcdbahfefhfccbhd,1,30
4443,aedfhfdfidebfgegaebedcdgcbdhdb,2,30
4444,chdffecebigabecaideifbcgdddhbc,0,30
4445,ggbgeigfhgacdgfdcdafaicfefhgfd,4,30
4446,bgaachbfahgcicdbibbbefaibcggdg,4,30
4447,dgecegfididhehecdcdaghbfaibgdd,4,30
4448,eeichhibebdaiddfbbffgihhdgddib,0,30
4449,bcddhhhgcbhbefbccgeecdgibgbdfg,1,30
4450,biaidhcabeihbegiehbgibfhfgdccg,0,30
4451,cbdgdcchcegbbcdacgdfbfcedifegi,2,30
4452,gigfahiafcbcigddhcibddacegfcef,3,30
4453,hgbegdcefiicdhdhdddbhbbhidighh,3,30
4455,gdacddahbabgaehhcdeiecchfaibfe,4,30
4456,ihaiccffidbbbgfiaahbfcdfcghfdc,2,30
4457,fihfchbbebcdghhbiedhbigcebbfhc,1,30
4458,cccdiaagiagcdgcfdfiihceiefbbih,2,30
4459,haeheaecfedfbigfabeeghcefgehce,3,30
4460,bbbcddihebdbhifedchgbbechidhdd,1,30
4462,fgihbgaiagaidabibcciibdgeihefd,0,30
4463,ifhbaidfiabggbehccdcficiheeigi,0,30
4464,hbaefbfieaaccaibebifgcaidebgbh,0,30
4465,idhfidhhfieidfbaefbcdbbhddbhdc,1,30
4466,fgebdcefbfeccfigbbghfiheeiebhd,3,30
4467,abgiedcfbiifahbdfccdgaacfhfaib,4,30
4468,babcegbdadgaaaffcdabfhdhfaiiii,4,30
4469,hdgghefgeediefgaidehibhihgdhbi,0,30
4471,abgcbgeeecefebhefhidiheeecgfic,3,30
4472,eicfiacfdfbcdeghiehcefefdghchb,1,30
4473,gcghcideigfedbdbgbeaidceabffgd,0,30
4474,ghbahaibbfgbcddfhdefffdiciefgh,1,30
4475,iedbcdbdhibiiebgcfeihbefhgecih,1,30
4476,cegcgbfbdghcegdcefgegigihcehfh,3,30
4477,abdaccfbcdacgiehfdebdgcbcgbccc,2,30
4478,afeeababgdbabfcedfeiiceffcicch,3,30
4479,gchbecdbfhffahaidbehbhfgeddbef,0,30
4480,agecicefhbcfbfcgefedcgbbiddgbi,3,30
4481,cedgecfibagbabbdbifaiddhbbcfdi,0,30
4482,dfhieghcddcgiefiefdbbhhgdhdefh,2,30
4483,ighdfafehahaffibbbebcdbcfhhchb,2,30
4484,dccdbiadagfaihehbehdchbgdffdfi,4,30
4485,dfadcdcchegcifdcbchcbfcfifdgdb,2,30
4486,ichdbaadbbcdgeiddcfaiideiifiif,4,30
4487,iaeffaidddabgeiegggiiigcfcdbfh,0,30
4488,fgghbfaaeiecefedeieeehbggdifid,3,30
4489,gdaiehbcdcaheehebdgebeidhdhbde,1,30
4490,ebiiaffbcdedhgggcfceffghcidhdc,1,30
4491,caidbiibdfbfeehhibdhfgcddidigh,0,30
4492,bhfibceicdbchcdhhbdggcdefhegbd,2,30
4493,aidcddbebcfbfidfigdigdibebhghi,0,30
4494,aeihefbgadfebhcefeeiidchhbdcde,3,30
4495,cciegedfhhcdgbaiabfaifhifhbcge,4,30
4496,efegaciaihaggfbaeicaidiiabedeb,0,30
4497,chdigfeifceeccefbedgdchdgbfegb,3,30
4499,dficdeciigfegebfhhddhfbegfidfb,2,30
4500,cgcddigchiadehhdbcdefhcbfdigch,1,30
4501,bhhfhecbicdiaafdifaibihgiceicg,4,30
4502,fdhiibdgidighbebccaffeeecefeci,3,30
4504,ehbigabgbbbgagdaeahcgaidiadbbd,0,30
4505,ibcdibhgiffcechihbffehdgehcffg,1,30
4507,hifhbebiabcdggagaagidcicdacbhe,2,30
4508,fbbbdicdehgcefdidihecbifhfhfcd,3,30
4509,dcgghdfcdicchhdecedggebhbhgggd,2,30
4510,iechhcdbfgfieiefhafbegcdicegie,2,30
4511,bghgghdeabefiaggaeahieebbcefgd,3,30
4513,eicceffeidchhdhbicfdfhihehfhgh,3,30
4515,iahiegdaeegchccbchhahfcdhchbbb,2,30
4516,bhghedgbcdaahdhghihdfiifbdbbhf,1,30
4517,ffbheahegdfbhchacddcbgdfdfhhee,2,30
4518,gahciaacdcihcgffaidechfdehcddg,4,30
4519,aaiihgfgbcdcihcfdghcifcbeecbhh,1,30
4520,iedhbfaadicfdaeacehcdachdbcehc,2,30
4521,eaacgecdecgegbdghhieihhiggdgic,2,30
4522,ifbibgaigaiggifdhdibgbaidghibb,0,30
4523,chgeabgagcdiecdbcdieccbcecgfff,2,30
4524,ffbedchchibgbaididcbbbchfegbdc,0,30
4525,bcdhhhgcefibiicbbibfhhhhifbbhi,1,30
4526,efcfficbaifeeieeeffaidifbbehcb,0,30
4527,fccifdiiebhfeeiigicdicidicgcgh,2,30
4528,gefcdbibgfbfaiddfgcdehghfcfgfd,4,30
4529,dgdfecdcefbibihgdedhihidgebgeg,3,30
4530,icidabfeagagcadhbbcdhihgdgigcc,1,30
4531,aidcdfbgghehfhedcdhifchfiicheg,0,30
4532,dchecdibhddbadahdhihfeeacefcbi,3,30
4533,ahgbfbbfgcciiiiahbcdhghfbdeghc,1,30
4534,ccdaecchbfaiiecgdbgbghgihgcddf,4,30
4535,didecifagdacdbbbcdebdcdfcdicdf,2,30
4536,fbhcdccddgddccdifddfibbhgcfhee,2,30
4537,gebcdfgaebaaabhccfbfhacaidbbgb,0,30
4538,hefddhabbbbgedcdhbbahffaicfege,4,30
4539,bciicgebieddcefefbghdbfhhddbbb,3,30
4540,ihebecfdbeebggdcbbacddgehaffai,4,30
4541,hbffbcdgbhdhgfddgibcgdbifcgbdi,1,30
4542,hhbgihcbcahdafbifchdbcdabhcgef,1,30
4543,hadcbhchdihehibcdebggfbfaicbci,4,30
4544,dbaghdeeacefbbdddgdhchhhicgiid,3,30
4545,hbgheaeegdfccghhgddeiacefcffbd,3,30
4546,gbidhdcafhcdadecdcgagdefaigieb,4,30
4547,dafihcdeffbeafaihdcfdicibdbibi,4,30
4548,dedfbibbhdefefhghihheaegfcefgb,3,30
4549,becihaahgbfcahighidcfiecdfcdfi,2,30
4550,ibeiacefcceecfbbcgdedggebieeig,3,30
4551,hiiafdfhgedibbaidcfcibcdbdhcbf,1,30
4552,cdadadbcdgihdhiheidcbfbbbgcfgf,1,30
4553,bihdfbeafbeagchiebicccegdcefgf,3,30
4554,hgcibhhbaidgfhbcidbgfedbchefbg,0,30
4555,gehhhdfaegbdgchaeaeegfcefghgdb,3,30
4556,effbgbaadeddhbcdhehbiibdegidef,1,30
4557,bbhafecfdbfgccficddeifcdfaiffe,4,30
4558,dfdehgahhbfafideeegcefefcdeidf,3,30
4559,hbhbeihaegddiiigcdfadaiafaiehd,4,30
4560,bdigfiaagcgabbeeggcafhaideebbe,0,30
4561,ggcfedeegbaidebebdhcbhbhfecdde,0,30
4562,hafgcgaadcfgdieadaidiebbheibbe,0,30
4564,bcgadecifbigcccbebffcaidbafbbg,0,30
4565,dddihefgcefbhedhbifhhceibgchgg,3,30
4566,aaiaidebfbifbibccfedghcddegdgb,0,30
4567,hbibgbffficdieafagchicaegdcefc,3,30
4568,hihgeffdcieaidagibbdchcfbigieh,0,30
4569,aedihcbccdabfifefaihhebchgeigb,4,30
4570,ebicefchihfhgdigbiddiiecgchcgg,3,30
4571,edfgfbhbbdegacefegbechhibbgehi,3,30
4572,hgaebdhbhegfhaihfbbcdgfhfdbghi,1,30
4573,daebiicdgfdfaehdahcabdbcdghhci,1,30
4574,biafcahgibddecihdcdeadahffaibg,4,30
4575,gafeabcefgggbgbihgifddhdfeifdi,3,30
4576,bcdbbhhfgfihgciegdegdfbgihiidd,1,30
4577,aadaibedacgcefaaiaiddehbgdbeic,0,30
4578,eeaifcaibhcddcbegbchibechcebhe,2,30
4580,ieddcefcighffhbidefcddgeiciici,3,30
4581,fhfcgfgafaadiheddchcfdhebcddfh,1,30
4582,iffdehcdbiahgcfaidhcghefigdibf,4,30
4583,fbdchahebgdecdccihhcehhgbbhgef,2,30
4584,ghgfccdfcddgbbhhdcbcccihgibeee,2,30
4585,ccdegiibfhcccehffaidcagbhdgddc,0,30
4586,dcegaichdededhdaadhfdeebicefhb,3,30
4587,gcfahddbcdiahfhdgfhgcibegifgif,1,30
4588,gehddheiicdbccidfcbhhghdddedcb,2,30
4589,cbdbcedbdbibcddcbfghdbihciegii,2,30
4590,cdeicecahfibcdagbhaecdicggdggd,2,30
4591,dgdeecdfbcdaghbdicgeegcbccigdf,1,30
4592,addaehhiebhfafdahdbcdcghfidcbd,1,30
4594,gegfgafafhdgabidgifcihcbcdcghh,1,30
4595,baceeacefhefbedgdbgcigbgdcebcb,3,30
4596,dbbbigfiecgcbcdgahgfegidfcfdee,1,30
4597,ihhbbgeibcefgdebccdeheehieibcd,3,30
4598,bfdbfdiagaagedbcefbfggiiggffeg,3,30
4599,dcdbcgegcbbiigchdfheecfhcgedbg,2,30
4601,ibfceidhcaafcbbiabcdiehbeeideb,1,30
4602,aidfghibhiachcdefediefaiicbeid,4,30
4603,cgagaeebgeahdfgehdhechffcddcfd,2,30
4604,ihccdbfcbdffaiiiheiibcbefehgbd,4,30
4605,efcdfcfegheddibehfcbghdcegfcgf,2,30
4606,babfdaehdagbaidaahbebbeidhihdf,0,30
4607,cdhdaagefaigibdbggicbecceefgfg,4,30
4608,fibgidcahbhdagdbigbcdgghhhchee,1,30
4609,afebcdacdfedicbfigbehdfhbdecge,2,30
4610,gibibcabbcdgfhgedcigeiddhbhffg,1,30
4611,ggeicdgcchfdheibciihehedbedhhf,2,30
4613,dcifhgbaccegecefihfbfgggbedhcb,3,30
4614,aicfahceeidbeibhgafcbbbcdgfhgd,1,30
4615,gghgdcgefdfdcdbhgeghfaicgbhhig,4,30
4616,cgadfbhccdaebcaffaideicfeebced,4,30
4617,degccbhaedabhiahibcddfhbdgceee,1,30
4618,ediiggcgagfgdfeegeeiaiaidifibg,0,30
4619,difdgidhchfchebdhbfecdaaidcabb,0,30
4620,hgbiidgbfbfgcdceehagfaieidcebd,4,30
4621,gbibbgefhedicefggeheefbbcgbgdf,3,30
4622,hhieedeebehacefhgeihfeciedehdb,3,30
4623,ieiabheccdhebecefceieidiggdhhb,3,30
4624,aifaaifaiafbhbagdidfbcaiedfcef,3,30
4625,iicgdfchcdbddcbcafddaidceabeih,0,30
4626,dadgdffecgceficddiceehfbdebbhf,3,30
4627,hbgiiiedfafbhcaidccgbbficbhchf,0,30
4628,gbghbbbdhafifdfadicaahhhggcddc,2,30
4629,bhgafhbeabcefciigbcegdbebfgebi,3,30
4631,aaiighfaideiebfdhggiifccdfifdi,0,30
4632,gbediegigbaebgicbebcbeibcefcbi,3,30
4633,dfdiicgchbibeafbaiddhdbfgbchcg,0,30
4634,bcgcdbcgdecgcciidbdgiiebbchdcd,2,30
4635,ggibaeahcbffideggdhdhifadcdaci,2,30
4636,ggbbiaeigbdcdechbbfgfbccfghdbh,2,30
4637,fdbdaiafcaidbegbfifhiegdghcfdc,0,30
4638,gghbddeaidehbbchicgegciifdcggf,0,30
4639,cfdfchcfdeadbfcahgaidgegbidbdc,0,30
4640,ecifffeahbbifbhacdegadchfaibef,4,30
4641,eedhbgcdhcgddefdcgfceibicbdcfd,2,30
4642,fhgcigbecdfeafcbfaidifbcfgcbei,4,30
4643,faaggecbbahedghgdgidaidffcbdee,0,30
4644,gihhcefbbagabhbbcdifhbdcgefhbb,1,30
4645,hbgdgbigfaidacebgifghdigchedfd,0,30
4646,dbhdghhehiaidaedbgichigfdhbgig,0,30
4647,egfdahiieggaeiegbcdhahicdifdgc,1,30
4648,abcdaebaicfaidcibdbbbidcebdgfd,4,30
4649,cbddcdhfiebfceffcbfbfddiedggbi,3,30
4650,cacifgbdhhcdbiahccfaicehgigcbh,4,30
4651,biecaaeggcceeecefgebedhfcdedfd,3,30
4652,gcdgcfgdedbbghiefecebcibfefffc,2,30
4654,fedgiecicgigiicdgcgbefccgfhhgc,2,30
4655,hcifbbediceffccdgdfccfgiiibcfh,3,30
4656,ggihagdecdiceifbiiffbheihhdffe,2,30
4657,ifcdbfgidcdgaacfghhhfgbaideaib,0,30
4658,ibecfcdbfdeahfaicbdbdfghddbfdf,4,30
4659,bagfeabicdighdccaiddhebgeighhf,0,30
4660,gggighefaaagcdddfbigfaigiiddfb,4,30
4661,gbeeidaaidbgfbddddbfdciiechced,0,30
4662,fheifbbiadhieiiaicdiaicebfaihd,4,30
4663,fbcaidacdbeifiedeiciiidgehbfie,0,30
4664,bhehbedcfeacaidchhbedhdhhiefcd,0,30
4665,echfeeccefgehbhbfefgecificifcb,3,30
4667,ebgahbgdggifiigdahafifeifcefib,3,30
4668,ibahbebddcefgeghagfigabcdbehed,1,30
4669,ddehgfbgghghbgaidcifbccihfdcfh,0,30
4670,aihfiadhafbaidhcibhhdehbfbifgh,0,30
4671,dddgfccchaiidgabgbbhbfhacdfcie,2,30
4672,idhcceaffbeaccddiiggcdfcccchbf,2,30
4673,cfehcgfeggciddebccdheacddfaicf,4,30
4674,efiadgbgdbebgiccdbccfihfegbdgh,2,30
4675,ecaggagaficedeacghcceaidfahbfe,0,30
4676,dcdegafcegcdecfcdbchfehcccbgce,2,30
4678,achgahacbcebaiddebbcbbiehgbeeg,0,30
4679,bbcafebdaaddchgiifafbggdecfcef,3,30
4680,fggbacbhiaafgdgiaidiiabfhddcgb,0,30
4681,ddccahighhfiiaiddhbbibceddigcc,0,30
4682,ceffcdccfiggfibfdecbghcidibghb,2,30
4683,fehhfccgcaebcddehgeefiibibihhd,1,30
4684,cidbaidgdgbbigbgiiiecdhgcdegce,0,30
4685,feebehaaaefidbeahcefdegecggidf,3,30
4686,hffeddbabcedihbdhcebbcefbhgggi,3,30
4687,cdegaafafeagaidbaebgidhbfffbfg,0,30
4688,gcefchcahicgaefidcdbcbegefhceg,2,30
4689,hbidedbccdadcfcdccghfgchiecfei,2,30
4690,ddgdagehgbhahciaidaadbhdeddcih,0,30
4691,ecfdebhaecdbcbcgiddgfchbegdcfh,2,30
4692,acebcdgehibchbhhecddecegfbcgge,1,30
4693,bibcdaihbcgggbehggcddfggbgcehb,1,30
4694,eabefcgdbeegabaeddbhaaifbcdddh,1,30
4695,gbafdbfeeibdedagdhbcdgbhdcfgcc,1,30
4698,bdfagdhhfibbhacdcafbifdabcddcc,2,30
4699,fahgdhchdghchbcdaihcgefcicecic,1,30
4700,bcdhbhcdifiichfcciifdgdcbifhdi,1,30
4701,baidafibgcdifigddghciddcfcecdh,0,30
4702,ecdbfcciicdcabgaffaifggehegdhi,4,30
4703,eaagdebfbhhgcdgcbhcbccffgcdihi,2,30
4704,fidaghiichbabegaeeiicefiehfcgd,3,30
4705,ecdahiaecfbadihhhcbifbaacdccdi,2,30
4706,daebadabcdeahfddhcigiefbeefcei,1,30
4707,dcbfdgdgccahbaidbeebibgffccgbc,0,30
4708,chdcehadiffhihbdbdbgcefaideccb,0,30
4709,ifbgedhghbgegafddecbdfbeebicef,3,30
4710,dadificdgahcecfaigeihhhdiibfeh,4,30
4711,bgihbadgaebfhiihdeadcefiecigfi,3,30
4712,fdbciihhbhaidcefbebdeefgegfdif,0,30
4714,egbdfcdgchfhcgdefgghfdbcgiccif,2,30
4715,hcfcdbefaehfaidcdgidbgghdecfef,4,30
4716,eadcaidddgbhdgiibifbiihhcbfgfg,0,30
4717,diaidbehbibfbghhgbeehfbcefgccd,0,30
4718,agefeigchigbacaccdfehfhifaieci,4,30
4719,ibhbcdacfdihfgegdffdbhchfhbifh,2,30
4720,fabiaecehicefehfbcbgfhfibcfdeb,3,30
4721,ccfbcdchhgfheebgdebbgfdgidighd,1,30
4722,iadabhcdfdgdhcfaigbhggfefigfcf,4,30
4723,fffaeghiaiaegcafcbbceibcdbghhb,1,30
4724,dcheaidhcabhfchbhefgeghhchiiei,0,30
4725,eecdcfecdeighfefaigiihebdchcfh,4,30
4726,fdcdahaeadfaibgciiidfdbgdeibcd,4,30
4727,fgddeadcefehceccggfebceigdbchh,3,30
4728,gdgcbbccaidebgbicifhifeeiebegi,0,30
4729,edighfbdgaeagfeeaaidecgbidicfc,0,30
4730,bgecgcdihddcffaiegcccdbfgdcffg,4,30
4731,cgdfafgaccdbecbgffaihbhdbeehgb,4,30
4732,aggffefebicdiiabfgihdaidgebbff,0,30
4733,ebfigcdehfeaidedddchifcfbcdfdh,1,30
4734,diieccafdafbbihbdcbcdidhhcbgch,1,30
4735,adfheefcgccgbaiideaicefgchfcbd,3,30
4736,aacfgcdecchffifhgfdcefedccddbh,2,30
4737,fgbcaceihgcddcghhefbddeebfhibf,2,30
4738,eeidediffaidihcbhdhgdffhfiiigb,0,30
4739,chgafhidgihchhaaecccdeefiihfai,4,30
4740,ahbdaaidiehbhbdigccicheibhbgig,0,30
4741,cgbchhedccefccgibcfgdfeifbiiih,3,30
4742,chcaideeebddhifhbfiihgfhehehii,0,30
4743,gfgehbcdaeaadafaibcchgddihbiib,4,30
